transaction_id,timestamp,source_account,destination_account,amount,channel,transaction_type,is_suspicious,pattern_id,pattern_type
TXN003089,2026-06-19 19:50:49,ACC00035,ACC00061,3496.05,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003090,2026-06-19 19:51:28,ACC00540,ACC00609,1713.61,RTGS,transfer,0,,normal
TXN003091,2026-06-19 19:53:04,ACC00207,ACC00542,1011.72,RTGS,transfer,0,,normal
TXN003092,2026-06-19 19:53:41,ACC00338,ACC00540,5384.57,IMPS,transfer,0,,normal
TXN003093,2026-06-19 19:53:44,ACC00478,ACC00322,653.91,IMPS,transfer,0,,normal
TXN003094,2026-06-19 19:57:09,ACC00517,ACC00187,5476.53,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003095,2026-06-19 19:58:28,ACC00680,ACC00626,8629.44,UPI,transfer,0,,normal
TXN003096,2026-06-19 20:09:48,ACC00385,ACC00211,1354.57,UPI,transfer,0,,normal
TXN003097,2026-06-19 20:20:58,ACC00455,ACC00548,7280.62,IMPS,transfer,0,,normal
TXN003098,2026-06-19 20:21:58,ACC00403,ACC00310,958.95,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003099,2026-06-19 20:30:59,ACC00091,ACC00078,3687.13,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003100,2026-06-19 20:32:25,ACC00307,ACC00482,2848.96,UPI,transfer,0,,normal
TXN003101,2026-06-19 20:49:19,ACC00288,ACC00104,8621.63,CASH_DEPOSIT,transfer,1,DORM006,dormant_reactivation
TXN003102,2026-06-19 21:05:49,ACC00675,ACC00054,26625.4,IMPS,transfer,0,,normal
TXN003103,2026-06-19 21:07:40,ACC00353,ACC00021,1445.58,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003104,2026-06-19 21:12:56,ACC00011,ACC00326,4162.99,UPI,transfer,0,,normal
TXN003105,2026-06-19 21:19:16,ACC00407,ACC00156,47987.26,UPI,transfer,0,,normal
TXN003106,2026-06-19 21:25:12,ACC00129,ACC00549,3940.95,IMPS,transfer,0,,normal
TXN003107,2026-06-19 21:30:58,ACC00650,ACC00025,11048.67,IMPS,transfer,0,,normal
TXN003108,2026-06-19 21:34:30,ACC00367,ACC00215,3432.8,RTGS,transfer,0,,normal
TXN003109,2026-06-19 21:38:28,ACC00041,ACC00373,723.37,RTGS,transfer,0,,normal
TXN003110,2026-06-19 21:41:31,ACC00490,ACC00447,5320.87,UPI,transfer,0,,normal
TXN003111,2026-06-19 21:44:26,ACC00233,ACC00443,3519.53,IMPS,transfer,0,,normal
TXN003112,2026-06-19 21:48:40,ACC00095,ACC00585,4570.2,UPI,transfer,0,,normal
TXN003113,2026-06-19 22:03:18,ACC00658,ACC00491,8905.32,NEFT,transfer,0,,normal
TXN003114,2026-06-19 22:24:21,ACC00257,ACC00139,1975.73,NEFT,transfer,0,,normal
TXN003115,2026-06-19 22:25:12,ACC00640,ACC00542,2888.96,IMPS,transfer,0,,normal
TXN003116,2026-06-19 22:31:06,ACC00420,ACC00315,4638.51,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003117,2026-06-19 22:42:07,ACC00573,ACC00636,5156.06,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003118,2026-06-19 22:43:13,ACC00285,ACC00423,965.79,RTGS,transfer,0,,normal
TXN003119,2026-06-19 22:47:14,ACC00110,ACC00104,5740.14,NEFT,transfer,1,DORM006,dormant_reactivation
TXN003120,2026-06-19 22:59:29,ACC00621,ACC00671,6758.22,RTGS,transfer,0,,normal
TXN003121,2026-06-19 23:04:32,ACC00622,ACC00054,2205.92,UPI,transfer,0,,normal
TXN003122,2026-06-19 23:10:31,ACC00631,ACC00425,1526.76,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003123,2026-06-19 23:12:57,ACC00082,ACC00008,4750.95,IMPS,transfer,0,,normal
TXN003124,2026-06-19 23:14:22,ACC00228,ACC00591,5759.25,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003125,2026-06-19 23:14:43,ACC00038,ACC00042,1568.31,UPI,transfer,0,,normal
TXN003126,2026-06-19 23:19:32,ACC00003,ACC00394,1291.41,IMPS,transfer,0,,normal
TXN003127,2026-06-19 23:20:33,ACC00240,ACC00220,3633.2,RTGS,transfer,0,,normal
TXN003128,2026-06-19 23:20:55,ACC00396,ACC00187,4838.99,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003129,2026-06-19 23:23:15,ACC00458,ACC00379,3492.47,NEFT,transfer,0,,normal
TXN003130,2026-06-19 23:26:19,ACC00203,ACC00155,5491.84,IMPS,transfer,0,,normal
TXN003131,2026-06-19 23:40:58,ACC00398,ACC00298,2063.67,IMPS,transfer,0,,normal
TXN003132,2026-06-19 23:41:09,ACC00271,ACC00137,6165.78,NEFT,transfer,0,,normal
TXN003133,2026-06-19 23:42:29,ACC00677,ACC00236,2590.98,UPI,transfer,0,,normal
TXN003134,2026-06-19 23:46:56,ACC00346,ACC00156,8783.34,NEFT,transfer,0,,normal
TXN003135,2026-06-19 23:56:06,ACC00188,ACC00117,1624.61,NEFT,transfer,0,,normal
TXN003136,2026-06-20 00:05:08,ACC00631,ACC00307,3912.07,RTGS,transfer,0,,normal
TXN003137,2026-06-20 00:11:44,ACC00345,ACC00072,7470.45,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003138,2026-06-20 00:20:11,ACC00316,ACC00459,1765.95,IMPS,transfer,0,,normal
TXN003139,2026-06-20 00:31:50,ACC00225,ACC00443,1993.22,IMPS,transfer,0,,normal
TXN003140,2026-06-20 00:57:34,ACC00231,ACC00269,2575.99,UPI,transfer,0,,normal
TXN003141,2026-06-20 01:00:38,ACC00674,ACC00080,1377.46,IMPS,transfer,0,,normal
TXN003142,2026-06-20 01:02:23,ACC00329,ACC00017,2809.45,UPI,transfer,0,,normal
TXN003143,2026-06-20 01:07:00,ACC00567,ACC00104,6448.37,NEFT,transfer,1,DORM006,dormant_reactivation
TXN003144,2026-06-20 01:14:12,ACC00574,ACC00057,10995.34,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003145,2026-06-20 01:17:18,ACC00211,ACC00280,1302.78,NEFT,transfer,0,,normal
TXN003146,2026-06-20 01:19:49,ACC00134,ACC00482,1731.51,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003147,2026-06-20 01:25:52,ACC00104,ACC00179,27040.3,UPI,transfer,1,DORM006,dormant_reactivation
TXN003148,2026-06-20 01:27:55,ACC00139,ACC00403,5690.65,IMPS,transfer,0,,normal
TXN003149,2026-06-20 02:02:14,ACC00220,ACC00496,2229.25,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003150,2026-06-20 02:12:14,ACC00317,ACC00092,4145.98,NEFT,transfer,0,,normal
TXN003151,2026-06-20 02:43:57,ACC00501,ACC00166,1152.26,UPI,transfer,0,,normal
TXN003152,2026-06-20 02:54:21,ACC00104,ACC00377,6699.17,RTGS,transfer,1,DORM006,dormant_reactivation
TXN003153,2026-06-20 03:00:43,ACC00104,ACC00439,6466.63,CASH_DEPOSIT,transfer,1,DORM006,dormant_reactivation
TXN003154,2026-06-20 03:05:08,ACC00420,ACC00011,7611.66,NEFT,transfer,0,,normal
TXN003155,2026-06-20 03:12:09,ACC00544,ACC00358,37242.89,IMPS,transfer,0,,normal
TXN003156,2026-06-20 03:14:37,ACC00050,ACC00119,13980.86,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003157,2026-06-20 03:30:09,ACC00319,ACC00104,8462.27,NEFT,transfer,1,DORM006,dormant_reactivation
TXN003158,2026-06-20 03:54:58,ACC00137,ACC00378,5944.15,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003159,2026-06-20 03:55:49,ACC00034,ACC00347,3066.26,UPI,transfer,0,,normal
TXN003160,2026-06-20 04:01:53,ACC00033,ACC00294,2634.2,RTGS,transfer,0,,normal
TXN003161,2026-06-20 04:20:46,ACC00533,ACC00251,5547.79,IMPS,transfer,0,,normal
TXN003162,2026-06-20 04:30:34,ACC00524,ACC00582,927.9,RTGS,transfer,0,,normal
TXN003163,2026-06-20 04:35:47,ACC00269,ACC00014,7525.17,NEFT,transfer,0,,normal
TXN003164,2026-06-20 04:37:25,ACC00297,ACC00118,12957.28,IMPS,transfer,0,,normal
TXN003165,2026-06-20 04:42:30,ACC00493,ACC00548,10497.37,UPI,transfer,0,,normal
TXN003166,2026-06-20 04:54:50,ACC00405,ACC00213,5402.25,IMPS,transfer,0,,normal
TXN003167,2026-06-20 04:55:02,ACC00495,ACC00450,1593.71,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003168,2026-06-20 04:56:12,ACC00515,ACC00370,4365.84,NEFT,transfer,0,,normal
TXN003169,2026-06-20 04:56:52,ACC00588,ACC00088,3789.97,NEFT,transfer,0,,normal
TXN003170,2026-06-20 05:00:52,ACC00655,ACC00280,4863.49,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003171,2026-06-20 05:09:10,ACC00057,ACC00271,1144.36,UPI,transfer,0,,normal
TXN003172,2026-06-20 05:10:09,ACC00353,ACC00217,1150.08,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003173,2026-06-20 05:22:44,ACC00251,ACC00544,1053.79,IMPS,transfer,0,,normal
TXN003174,2026-06-20 05:29:43,ACC00336,ACC00568,498.97,RTGS,transfer,0,,normal
TXN003175,2026-06-20 05:35:10,ACC00595,ACC00669,2984.12,IMPS,transfer,0,,normal
TXN003176,2026-06-20 05:36:07,ACC00694,ACC00194,1871.63,IMPS,transfer,0,,normal
TXN003177,2026-06-20 05:38:03,ACC00228,ACC00345,1733.42,RTGS,transfer,0,,normal
TXN003178,2026-06-20 05:58:07,ACC00329,ACC00267,2855.62,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003179,2026-06-20 06:11:32,ACC00616,ACC00187,51116.65,RTGS,transfer,0,,normal
TXN003180,2026-06-20 06:17:41,ACC00621,ACC00383,1133.99,RTGS,transfer,0,,normal
TXN003181,2026-06-20 06:27:54,ACC00223,ACC00506,8876.38,UPI,transfer,0,,normal
TXN003182,2026-06-20 06:32:01,ACC00070,ACC00550,6629.54,NEFT,transfer,0,,normal
TXN003183,2026-06-20 06:34:19,ACC00625,ACC00454,1844.66,NEFT,transfer,0,,normal
TXN003184,2026-06-20 06:41:24,ACC00695,ACC00624,2689.48,RTGS,transfer,0,,normal
TXN003185,2026-06-20 06:47:22,ACC00554,ACC00625,2011.96,UPI,transfer,0,,normal
TXN003186,2026-06-20 06:51:56,ACC00690,ACC00360,26712.77,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003187,2026-06-20 07:01:12,ACC00552,ACC00104,18664.64,UPI,transfer,1,DORM006,dormant_reactivation
TXN003188,2026-06-20 07:13:31,ACC00314,ACC00251,3747.82,IMPS,transfer,0,,normal
TXN003189,2026-06-20 07:19:23,ACC00381,ACC00292,936.64,IMPS,transfer,0,,normal
TXN003190,2026-06-20 07:24:27,ACC00343,ACC00607,2755.74,IMPS,transfer,0,,normal
TXN003191,2026-06-20 07:31:30,ACC00692,ACC00556,4009.22,UPI,transfer,0,,normal
TXN003192,2026-06-20 07:34:55,ACC00054,ACC00103,7618.31,UPI,transfer,0,,normal
TXN003193,2026-06-20 07:43:41,ACC00024,ACC00104,11049.0,CASH_DEPOSIT,transfer,1,DORM006,dormant_reactivation
TXN003194,2026-06-20 07:53:37,ACC00116,ACC00295,865.84,IMPS,transfer,0,,normal
TXN003195,2026-06-20 08:00:51,ACC00625,ACC00288,6880.92,RTGS,transfer,0,,normal
TXN003196,2026-06-20 08:04:40,ACC00484,ACC00119,2664.86,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003197,2026-06-20 08:09:32,ACC00316,ACC00539,6294.56,NEFT,transfer,0,,normal
TXN003198,2026-06-20 08:09:49,ACC00370,ACC00573,3344.79,NEFT,transfer,0,,normal
TXN003199,2026-06-20 08:19:06,ACC00684,ACC00668,1509.87,UPI,transfer,0,,normal
TXN003200,2026-06-20 08:21:52,ACC00098,ACC00412,6637.7,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003201,2026-06-20 08:31:40,ACC00232,ACC00034,10282.84,NEFT,transfer,0,,normal
TXN003202,2026-06-20 08:34:54,ACC00673,ACC00084,1355.1,UPI,transfer,0,,normal
TXN003203,2026-06-20 08:45:42,ACC00499,ACC00138,552117.49,NEFT,transfer,1,LAYER008,cyclic_layering
TXN003204,2026-06-20 08:46:50,ACC00686,ACC00104,5003.73,CASH_DEPOSIT,transfer,1,DORM006,dormant_reactivation
TXN003205,2026-06-20 08:47:12,ACC00104,ACC00456,6624.52,UPI,transfer,1,DORM006,dormant_reactivation
TXN003206,2026-06-20 09:09:17,ACC00126,ACC00242,3215.46,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003207,2026-06-20 09:37:29,ACC00225,ACC00351,4032.37,RTGS,transfer,0,,normal
TXN003208,2026-06-20 09:38:17,ACC00362,ACC00053,1289.07,NEFT,transfer,0,,normal
TXN003209,2026-06-20 09:39:34,ACC00360,ACC00476,1251.01,RTGS,transfer,0,,normal
TXN003210,2026-06-20 09:42:51,ACC00681,ACC00413,6453.46,UPI,transfer,0,,normal
TXN003211,2026-06-20 09:59:21,ACC00562,ACC00210,1272.86,NEFT,transfer,0,,normal
TXN003212,2026-06-20 10:08:36,ACC00507,ACC00161,386.24,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003213,2026-06-20 10:17:38,ACC00603,ACC00357,3394.67,IMPS,transfer,0,,normal
TXN003214,2026-06-20 10:23:14,ACC00283,ACC00196,9164.28,NEFT,transfer,0,,normal
TXN003215,2026-06-20 10:24:43,ACC00446,ACC00283,5500.25,UPI,transfer,0,,normal
TXN003216,2026-06-20 10:25:31,ACC00135,ACC00557,5042.83,RTGS,transfer,0,,normal
TXN003217,2026-06-20 10:27:24,ACC00047,ACC00086,2665.68,NEFT,transfer,0,,normal
TXN003218,2026-06-20 10:53:46,ACC00224,ACC00193,1764.01,IMPS,transfer,0,,normal
TXN003219,2026-06-20 11:03:22,ACC00543,ACC00306,4565.7,IMPS,transfer,0,,normal
TXN003220,2026-06-20 11:04:53,ACC00029,ACC00492,1491.4,NEFT,transfer,0,,normal
TXN003221,2026-06-20 11:23:14,ACC00074,ACC00658,4124.83,UPI,transfer,0,,normal
TXN003222,2026-06-20 11:38:28,ACC00016,ACC00104,10742.98,UPI,transfer,1,DORM006,dormant_reactivation
TXN003223,2026-06-20 11:51:30,ACC00378,ACC00542,2029.55,NEFT,transfer,0,,normal
TXN003224,2026-06-20 12:06:10,ACC00510,ACC00077,5365.67,UPI,transfer,0,,normal
TXN003225,2026-06-20 12:09:35,ACC00201,ACC00438,6041.16,RTGS,transfer,1,DORM007,dormant_reactivation
TXN003226,2026-06-20 12:13:28,ACC00205,ACC00278,6204.91,RTGS,transfer,0,,normal
TXN003227,2026-06-20 12:20:44,ACC00201,ACC00382,3478.9,UPI,transfer,1,DORM007,dormant_reactivation
TXN003228,2026-06-20 12:21:22,ACC00104,ACC00414,12586.38,IMPS,transfer,1,DORM006,dormant_reactivation
TXN003229,2026-06-20 12:33:55,ACC00186,ACC00658,9562.81,NEFT,transfer,0,,normal
TXN003230,2026-06-20 12:42:41,ACC00472,ACC00603,9969.85,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003231,2026-06-20 12:45:46,ACC00448,ACC00185,2162.0,NEFT,transfer,0,,normal
TXN003232,2026-06-20 12:46:00,ACC00461,ACC00316,7017.46,RTGS,transfer,0,,normal
TXN003233,2026-06-20 12:46:04,ACC00443,ACC00477,8378.11,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003234,2026-06-20 12:48:15,ACC00391,ACC00664,981552.25,IMPS,transfer,1,LAYER010,cyclic_layering
TXN003235,2026-06-20 12:58:21,ACC00132,ACC00638,2486.82,NEFT,transfer,0,,normal
TXN003236,2026-06-20 13:05:31,ACC00598,ACC00525,3321.63,IMPS,transfer,0,,normal
TXN003237,2026-06-20 13:45:32,ACC00148,ACC00455,10515.2,RTGS,transfer,0,,normal
TXN003238,2026-06-20 13:52:11,ACC00628,ACC00397,1445.25,IMPS,transfer,0,,normal
TXN003239,2026-06-20 14:02:43,ACC00567,ACC00356,8931.62,UPI,transfer,0,,normal
TXN003240,2026-06-20 14:25:25,ACC00013,ACC00115,2566.68,UPI,transfer,0,,normal
TXN003241,2026-06-20 14:32:49,ACC00027,ACC00636,2370.39,IMPS,transfer,0,,normal
TXN003242,2026-06-20 14:34:59,ACC00396,ACC00161,2336.42,UPI,transfer,0,,normal
TXN003243,2026-06-20 14:40:17,ACC00357,ACC00445,5540.78,IMPS,transfer,0,,normal
TXN003244,2026-06-20 14:43:06,ACC00003,ACC00685,695.99,NEFT,transfer,0,,normal
TXN003245,2026-06-20 14:44:22,ACC00069,ACC00450,1778.41,UPI,transfer,0,,normal
TXN003246,2026-06-20 14:44:55,ACC00064,ACC00232,2971.36,IMPS,transfer,0,,normal
TXN003247,2026-06-20 14:46:21,ACC00488,ACC00201,13711.13,CASH_DEPOSIT,transfer,1,DORM007,dormant_reactivation
TXN003248,2026-06-20 14:47:21,ACC00201,ACC00367,6613.04,CASH_DEPOSIT,transfer,1,DORM007,dormant_reactivation
TXN003249,2026-06-20 14:58:27,ACC00473,ACC00171,864.51,UPI,transfer,0,,normal
TXN003250,2026-06-20 15:06:16,ACC00117,ACC00354,6644.25,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003251,2026-06-20 15:09:54,ACC00033,ACC00677,3386.19,UPI,transfer,0,,normal
TXN003252,2026-06-20 15:13:00,ACC00272,ACC00201,4233.52,NEFT,transfer,1,DORM007,dormant_reactivation
TXN003253,2026-06-20 15:15:06,ACC00667,ACC00446,5047.78,UPI,transfer,0,,normal
TXN003254,2026-06-20 15:26:43,ACC00486,ACC00356,4688.69,UPI,transfer,0,,normal
TXN003255,2026-06-20 15:39:31,ACC00043,ACC00216,4733.44,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003256,2026-06-20 15:52:33,ACC00272,ACC00560,7977.43,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003257,2026-06-20 15:58:29,ACC00480,ACC00363,592.53,RTGS,transfer,0,,normal
TXN003258,2026-06-20 16:13:10,ACC00678,ACC00203,51750.27,IMPS,transfer,0,,normal
TXN003259,2026-06-20 16:20:15,ACC00069,ACC00393,1022230.55,NEFT,transfer,1,LAYER002,cyclic_layering
TXN003260,2026-06-20 16:38:04,ACC00169,ACC00504,1217.37,RTGS,transfer,0,,normal
TXN003261,2026-06-20 16:38:06,ACC00516,ACC00096,7771.84,RTGS,transfer,0,,normal
TXN003262,2026-06-20 16:42:32,ACC00283,ACC00511,2265.04,IMPS,transfer,0,,normal
TXN003263,2026-06-20 16:57:29,ACC00520,ACC00383,3284.52,IMPS,transfer,0,,normal
TXN003264,2026-06-20 17:00:12,ACC00320,ACC00104,29549.14,NEFT,transfer,1,DORM006,dormant_reactivation
TXN003265,2026-06-20 17:16:30,ACC00122,ACC00611,1836.6,NEFT,transfer,0,,normal
TXN003266,2026-06-20 17:19:07,ACC00666,ACC00359,1489.83,IMPS,transfer,0,,normal
TXN003267,2026-06-20 17:19:59,ACC00321,ACC00590,3926.27,RTGS,transfer,0,,normal
TXN003268,2026-06-20 17:22:00,ACC00496,ACC00106,3058.72,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003269,2026-06-20 17:30:58,ACC00345,ACC00653,8675.8,NEFT,transfer,0,,normal
TXN003270,2026-06-20 17:31:46,ACC00104,ACC00508,11310.6,RTGS,transfer,1,DORM006,dormant_reactivation
TXN003271,2026-06-20 17:37:47,ACC00524,ACC00201,9524.13,NEFT,transfer,1,DORM007,dormant_reactivation
TXN003272,2026-06-20 17:48:44,ACC00201,ACC00255,3083.57,UPI,transfer,1,DORM007,dormant_reactivation
TXN003273,2026-06-20 17:56:49,ACC00558,ACC00609,14548.28,RTGS,transfer,0,,normal
TXN003274,2026-06-20 17:59:33,ACC00099,ACC00118,872.65,IMPS,transfer,0,,normal
TXN003275,2026-06-20 18:19:34,ACC00254,ACC00336,34086.99,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003276,2026-06-20 18:19:35,ACC00603,ACC00389,9008.7,UPI,transfer,0,,normal
TXN003277,2026-06-20 18:23:18,ACC00304,ACC00104,3349.57,RTGS,transfer,1,DORM006,dormant_reactivation
TXN003278,2026-06-20 18:28:36,ACC00098,ACC00104,4483.39,RTGS,transfer,1,DORM006,dormant_reactivation
TXN003279,2026-06-20 18:34:05,ACC00373,ACC00270,3508.12,IMPS,transfer,0,,normal
TXN003280,2026-06-20 18:45:17,ACC00505,ACC00104,11415.58,NEFT,transfer,1,DORM006,dormant_reactivation
TXN003281,2026-06-20 18:56:53,ACC00201,ACC00100,3230.66,CASH_DEPOSIT,transfer,1,DORM007,dormant_reactivation
TXN003282,2026-06-20 18:59:36,ACC00218,ACC00341,4205.89,RTGS,transfer,0,,normal
TXN003283,2026-06-20 19:00:11,ACC00548,ACC00475,15266.3,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003284,2026-06-20 19:06:56,ACC00232,ACC00023,5263.2,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003285,2026-06-20 19:09:17,ACC00083,ACC00269,7488.05,RTGS,transfer,0,,normal
TXN003286,2026-06-20 19:26:29,ACC00380,ACC00076,6300.06,UPI,transfer,0,,normal
TXN003287,2026-06-20 19:27:21,ACC00171,ACC00201,3150.75,RTGS,transfer,1,DORM007,dormant_reactivation
TXN003288,2026-06-20 19:35:42,ACC00255,ACC00536,5963.95,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003289,2026-06-20 19:38:13,ACC00297,ACC00201,1560.59,IMPS,transfer,1,DORM007,dormant_reactivation
TXN003290,2026-06-20 19:41:53,ACC00629,ACC00446,2872.74,NEFT,transfer,0,,normal
TXN003291,2026-06-20 19:54:28,ACC00615,ACC00635,4757.7,RTGS,transfer,0,,normal
TXN003292,2026-06-20 20:02:21,ACC00261,ACC00693,1515.18,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003293,2026-06-20 20:03:06,ACC00592,ACC00572,12483.78,NEFT,transfer,0,,normal
TXN003294,2026-06-20 20:08:11,ACC00229,ACC00616,3384.76,IMPS,transfer,0,,normal
TXN003295,2026-06-20 20:23:35,ACC00140,ACC00201,4878.87,NEFT,transfer,1,DORM007,dormant_reactivation
TXN003296,2026-06-20 20:33:33,ACC00424,ACC00674,1768.37,NEFT,transfer,0,,normal
TXN003297,2026-06-20 20:40:23,ACC00278,ACC00404,4793.9,IMPS,transfer,0,,normal
TXN003298,2026-06-20 20:43:29,ACC00356,ACC00540,13062.62,IMPS,transfer,0,,normal
TXN003299,2026-06-20 20:46:10,ACC00063,ACC00191,3873.89,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003300,2026-06-20 20:47:21,ACC00056,ACC00311,3025.81,UPI,transfer,0,,normal
TXN003301,2026-06-20 20:49:36,ACC00254,ACC00598,873.7,RTGS,transfer,0,,normal
TXN003302,2026-06-20 21:00:30,ACC00320,ACC00332,8359.53,NEFT,transfer,0,,normal
TXN003303,2026-06-20 21:26:45,ACC00576,ACC00200,12718.18,NEFT,transfer,0,,normal
TXN003304,2026-06-20 21:31:19,ACC00367,ACC00067,12309.27,IMPS,transfer,0,,normal
TXN003305,2026-06-20 21:47:39,ACC00451,ACC00137,3114.46,IMPS,transfer,0,,normal
TXN003306,2026-06-20 21:49:52,ACC00224,ACC00542,843.08,RTGS,transfer,0,,normal
TXN003307,2026-06-20 21:50:23,ACC00231,ACC00430,2925.57,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003308,2026-06-20 22:04:20,ACC00422,ACC00575,2268.12,RTGS,transfer,0,,normal
TXN003309,2026-06-20 22:08:08,ACC00201,ACC00252,10332.21,RTGS,transfer,1,DORM007,dormant_reactivation
TXN003310,2026-06-20 22:13:28,ACC00451,ACC00456,1633.71,NEFT,transfer,0,,normal
TXN003311,2026-06-20 22:18:36,ACC00507,ACC00222,24087.94,NEFT,transfer,0,,normal
TXN003312,2026-06-20 22:20:16,ACC00011,ACC00461,4474.66,UPI,transfer,0,,normal
TXN003313,2026-06-20 22:25:43,ACC00391,ACC00536,3750.79,RTGS,transfer,0,,normal
TXN003314,2026-06-20 22:28:18,ACC00637,ACC00186,9566.97,RTGS,transfer,0,,normal
TXN003315,2026-06-20 22:42:50,ACC00133,ACC00630,2098.65,RTGS,transfer,0,,normal
TXN003316,2026-06-20 22:43:16,ACC00527,ACC00352,1615.84,RTGS,transfer,0,,normal
TXN003317,2026-06-20 23:02:38,ACC00615,ACC00687,10452.84,IMPS,transfer,0,,normal
TXN003318,2026-06-20 23:03:25,ACC00628,ACC00126,17216.16,NEFT,transfer,0,,normal
TXN003319,2026-06-20 23:43:40,ACC00271,ACC00184,4730.81,UPI,transfer,0,,normal
TXN003320,2026-06-20 23:58:58,ACC00063,ACC00009,1686.51,UPI,transfer,0,,normal
TXN003321,2026-06-21 00:04:08,ACC00010,ACC00692,3446.15,UPI,transfer,0,,normal
TXN003322,2026-06-21 00:24:45,ACC00615,ACC00093,41743.48,NEFT,transfer,0,,normal
TXN003323,2026-06-21 00:30:07,ACC00517,ACC00308,4290.9,IMPS,transfer,0,,normal
TXN003324,2026-06-21 00:43:23,ACC00183,ACC00575,4611.24,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003325,2026-06-21 01:28:23,ACC00169,ACC00638,7914.72,UPI,transfer,0,,normal
TXN003326,2026-06-21 01:34:17,ACC00068,ACC00567,637.86,UPI,transfer,0,,normal
TXN003327,2026-06-21 01:52:53,ACC00412,ACC00239,30603.42,IMPS,transfer,0,,normal
TXN003328,2026-06-21 01:54:29,ACC00076,ACC00169,5403.06,IMPS,transfer,0,,normal
TXN003329,2026-06-21 01:56:43,ACC00577,ACC00025,5133.59,RTGS,transfer,0,,normal
TXN003330,2026-06-21 02:06:18,ACC00117,ACC00626,1677.93,NEFT,transfer,0,,normal
TXN003331,2026-06-21 02:09:04,ACC00407,ACC00044,7406.78,UPI,transfer,0,,normal
TXN003332,2026-06-21 02:15:40,ACC00347,ACC00554,2256.77,RTGS,transfer,0,,normal
TXN003333,2026-06-21 02:27:23,ACC00094,ACC00523,1581.25,IMPS,transfer,0,,normal
TXN003334,2026-06-21 02:45:09,ACC00034,ACC00469,5378.72,IMPS,transfer,0,,normal
TXN003335,2026-06-21 03:17:17,ACC00491,ACC00570,1762.71,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003336,2026-06-21 03:17:41,ACC00361,ACC00556,1077.87,NEFT,transfer,0,,normal
TXN003337,2026-06-21 03:20:51,ACC00663,ACC00649,6883.16,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003338,2026-06-21 03:24:13,ACC00462,ACC00633,1811.58,IMPS,transfer,0,,normal
TXN003339,2026-06-21 03:41:09,ACC00564,ACC00525,4750.29,UPI,transfer,0,,normal
TXN003340,2026-06-21 03:56:49,ACC00279,ACC00429,1398.66,NEFT,transfer,0,,normal
TXN003341,2026-06-21 03:57:49,ACC00498,ACC00622,6241.12,CASH_DEPOSIT,cash_deposit,0,,normal
TXN003342,2026-06-21 04:05:34,ACC00335,ACC00315,4079.84,RTGS,transfer,0,,normal
TXN003343,2026-06-21 04:19:43,ACC00610,ACC00201,2355.49,NEFT,transfer,1,DORM007,dormant_reactivation
TXN003344,2026-06-21 04:19:45,ACC00206,ACC00333,6338.33,IMPS,transfer,0,,normal
TXN003345,2026-06-21 04:26:32,ACC00662,ACC00503,2220.3,NEFT,transfer,0,,normal
TXN003346,2026-06-21 04:26:42,ACC00500,ACC00002,24560.49,CASH_DEPOSIT,cash_deposit,0,,normal
